uri,nome,cognome,patronimico,genere_inferito
https://florentiaillustrata.net/resource/person/Paolo_Maestrini,Paolo,Maestrini,Antonio,F
https://florentiaillustrata.net/resource/person/Luigi_Burgassi,Luigi,Burgassi,Francesco,F
https://florentiaillustrata.net/resource/person/Francesco_Fiorani,Francesco,Fiorani,Giovacchino,F
https://florentiaillustrata.net/resource/person/Jacopo_Farsi,Jacopo,Farsi,Giovanni,F
https://florentiaillustrata.net/resource/person/Giuseppe_Neri,Giuseppe,Neri,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Anna_Giani,Anna,Giani,Francesco,F
https://florentiaillustrata.net/resource/person/Jacopo_Giannini,Jacopo,Giannini,,F
https://florentiaillustrata.net/resource/person/Giuseppe_Venturi,Giuseppe,Venturi,Domenico Gaspero,F
https://florentiaillustrata.net/resource/person/Luigi_Riccieri,Luigi,Riccieri,Valentino,F
https://florentiaillustrata.net/resource/person/Giuseppe_Gadducci,Giuseppe,Gadducci,Gaetano,F
https://florentiaillustrata.net/resource/person/Sebastiano_Genovini,Sebastiano,Genovini,Pietro,F
https://florentiaillustrata.net/resource/person/Domenico_Valenzani,Domenico,Valenzani,Andrea,F
https://florentiaillustrata.net/resource/person/Giacomo_Gazzarrini,Giacomo,Gazzarrini,Giuseppe,F
https://florentiaillustrata.net/resource/person/Sebastiano_Buzzichelli,Sebastiano,Buzzichelli,Pietro,F
https://florentiaillustrata.net/resource/person/Giovanni_Saccenti,Giovanni,Saccenti,Giuseppe,F
https://florentiaillustrata.net/resource/person/Agostino_Cecchi,Agostino,Cecchi,Tommaso,F
https://florentiaillustrata.net/resource/person/Andrea_Giusti,Andrea,Giusti,Santi,F
https://florentiaillustrata.net/resource/person/Luigi_Nistri,Luigi,Nistri,Domenico,F
https://florentiaillustrata.net/resource/person/Giuseppe_Cervigliati,Giuseppe,Cervigliati,Vincenzo,F
https://florentiaillustrata.net/resource/person/Luisa_Buzzegoli,Luisa,Buzzegoli,Ermanno,F
https://florentiaillustrata.net/resource/person/Alessandro_Pacinotti,Alessandro,Pacinotti,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Vincenzo_Gherardi,Vincenzo,Gherardi,Antonio,F
https://florentiaillustrata.net/resource/person/Paolo_Scarselli,Paolo,Scarselli,Carlo,F
https://florentiaillustrata.net/resource/person/Pasquale_Niccheri,Pasquale,Niccheri,Agostino,F
https://florentiaillustrata.net/resource/person/Giuseppe_Giorgi,Giuseppe,Giorgi,Ferdinando,F
https://florentiaillustrata.net/resource/person/Luigi_Pretelli,Luigi,Pretelli,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Gaetano_Genella,Gaetano,Genella,Pier Antonio,F
https://florentiaillustrata.net/resource/person/Pietro_Bruschi,Pietro,Bruschi,Francesco,F
https://florentiaillustrata.net/resource/person/Giuseppe_Fantechi,Giuseppe,Fantechi,Lorenzo,F
https://florentiaillustrata.net/resource/person/Gaetano_Raffanelli,Gaetano,Raffanelli,Rocco,F
https://florentiaillustrata.net/resource/person/Luigi_Setti,Luigi,Setti,Antonio,F
https://florentiaillustrata.net/resource/person/Pietro_Arrighi,Pietro,Arrighi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Filippo_Salucci,Filippo,Salucci,Lorenzo,F
https://florentiaillustrata.net/resource/person/Pietro_Boutourlin,Pietro,Boutourlin,Demetrio,F
https://florentiaillustrata.net/resource/person/Adelaide_Corsi,Adelaide,Corsi,Matteo,F
https://florentiaillustrata.net/resource/person/Luigi_Ulivieri,Luigi,Ulivieri,Gaspero,F
https://florentiaillustrata.net/resource/person/Teresa_Bruscoli,Teresa,Bruscoli,Giovacchino,F
https://florentiaillustrata.net/resource/person/Pietro_Torrigiani,Pietro,Torrigiani,Giovan Battista Guadagni,F
https://florentiaillustrata.net/resource/person/Francesco_Teger,Francesco,Teger,Sebastiano,F
https://florentiaillustrata.net/resource/person/Domenico_Buontempi,Domenico,Buontempi,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Giovanni_Nannoni,Giovanni,Nannoni,Giuseppe,F
https://florentiaillustrata.net/resource/person/Filippo_Pancrazzi,Filippo,Pancrazzi,Giovan Pancrazio,F
https://florentiaillustrata.net/resource/person/Giovanni_Colonnelli,Giovanni,Colonnelli,Onofrio,F
https://florentiaillustrata.net/resource/person/Carlo_Torsellini_Giorgini,Carlo,Torsellini Giorgini,Antonio,F
https://florentiaillustrata.net/resource/person/Gaetano_Guasti,Gaetano,Guasti,Giuseppe,F
https://florentiaillustrata.net/resource/person/Giuseppe_Sabatelli,Giuseppe,Sabatelli,Pasquino,F
https://florentiaillustrata.net/resource/person/Pietro_Ferretti,Pietro,Ferretti,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Giuseppe_Ferrini,Giuseppe,Ferrini,Santi,F
https://florentiaillustrata.net/resource/person/Giovanni_Bonajuti,Giovanni,Bonajuti,Serafino,F
https://florentiaillustrata.net/resource/person/Lorenzo_Puliti,Lorenzo,Puliti,Antonio,F
https://florentiaillustrata.net/resource/person/Teresa_Grazzini,Teresa,Grazzini,Luigi,F
https://florentiaillustrata.net/resource/person/Roberto_Arrighini,Roberto,Arrighini,,F
https://florentiaillustrata.net/resource/person/Antonio_Borrani,Antonio,Borrani,Tommaso,F
https://florentiaillustrata.net/resource/person/Alfonso_Papi_Del_Riccio,Alfonso,Papi Del Riccio,Cammillo,F
https://florentiaillustrata.net/resource/person/Francesco_Grifoni,Francesco,Grifoni,Antonio,F
https://florentiaillustrata.net/resource/person/Francesco_Gentili,Francesco,Gentili,Giuseppe,F
https://florentiaillustrata.net/resource/person/Alessandro_Sforza,Alessandro,Sforza,Sforza Maria,F
https://florentiaillustrata.net/resource/person/Carlo_Corsi,Carlo,Corsi,Francesco,F
https://florentiaillustrata.net/resource/person/Pietro_Nencioni,Pietro,Nencioni,Andrea,F
https://florentiaillustrata.net/resource/person/Luigi_Nesti,Luigi,Nesti,Pietro,F
https://florentiaillustrata.net/resource/person/Ferdinando_Palagi,Ferdinando,Palagi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Maddalena_Gentilini,Maddalena,Gentilini,Agostino,F
https://florentiaillustrata.net/resource/person/Luigi_Mannelli_Galilei,Luigi,Mannelli Galilei,Pier Francesco,F
https://florentiaillustrata.net/resource/person/Pietro_Temperani,Pietro,Temperani,Serafino,F
https://florentiaillustrata.net/resource/person/Filippo_Bongi,Filippo,Bongi,Gaetano,F
https://florentiaillustrata.net/resource/person/Alessio_Uguccioni,Alessio,Uguccioni,Leopoldo,F
https://florentiaillustrata.net/resource/person/Carlo_Redi,Carlo,Redi,Giovanni,F
https://florentiaillustrata.net/resource/person/Ferdinando_Balenci,Ferdinando,Balenci,Santi,F
https://florentiaillustrata.net/resource/person/Luigi_Parenti,Luigi,Parenti,,F
https://florentiaillustrata.net/resource/person/Luigi_Sani,Luigi,Sani,Michele,F
https://florentiaillustrata.net/resource/person/Ferdinando_Baroni,Ferdinando,Baroni,,F
https://florentiaillustrata.net/resource/person/Stefano_Chiais,Stefano,Chiais,Antonio,F
https://florentiaillustrata.net/resource/person/Filippo_Seroni,Filippo,Seroni,Giuseppe,F
https://florentiaillustrata.net/resource/person/Agostino_Meucci,Agostino,Meucci,Giovanni,F
https://florentiaillustrata.net/resource/person/Ferdinando_Grilli,Ferdinando,Grilli,Giuseppe,F
https://florentiaillustrata.net/resource/person/Luigi_Baragli,Luigi,Baragli,Santi,F
https://florentiaillustrata.net/resource/person/Fabio_Belli,Fabio,Belli,Luigi,F
https://florentiaillustrata.net/resource/person/Tommaso_Tonelli,Tommaso,Tonelli,Luigi,F
https://florentiaillustrata.net/resource/person/Maria_Cappugi,Maria,Cappugi,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Antonio_Landi,Antonio,Landi,Alessandro,F
https://florentiaillustrata.net/resource/person/Ester_Benedetti,Ester,Benedetti,,F
https://florentiaillustrata.net/resource/person/Francesco_Sartoni,Francesco,Sartoni,Cesare,F
https://florentiaillustrata.net/resource/person/Gaetano_Morelli,Gaetano,Morelli,Liborio,F
https://florentiaillustrata.net/resource/person/Francesco_Vai,Francesco,Vai,Antonio,F
https://florentiaillustrata.net/resource/person/Gregorio_Mugnaini,Gregorio,Mugnaini,Giuseppe,F
https://florentiaillustrata.net/resource/person/Agostino_Giachi,Agostino,Giachi,Graziadio,F
https://florentiaillustrata.net/resource/person/Vincenzo_Robinson,Vincenzo,Robinson,Attilio,F
https://florentiaillustrata.net/resource/person/Giovanni_Baragioli,Giovanni,Baragioli,Carlo,F
https://florentiaillustrata.net/resource/person/Luigi_Pratellesi,Luigi,Pratellesi,Bernardino,F
https://florentiaillustrata.net/resource/person/Luigi_Pampaloni,Luigi,Pampaloni,Graziano,F
https://florentiaillustrata.net/resource/person/Luigi_Tausserand,Luigi,Tausserand,Luigi,F
https://florentiaillustrata.net/resource/person/Carlo_Bucciolini,Carlo,Bucciolini,Gaudenzio,F
https://florentiaillustrata.net/resource/person/Pietro_Ricci,Pietro,Ricci,Vittorio,F
https://florentiaillustrata.net/resource/person/Giovanni_Conti,Giovanni,Conti,Giovacchino,F
https://florentiaillustrata.net/resource/person/Filippo_Segui,Filippo,Segui,Gaspero,F
https://florentiaillustrata.net/resource/person/Gaetano_Poccianti,Gaetano,Poccianti,Giuseppe,F
https://florentiaillustrata.net/resource/person/Giovanni_Codacci,Giovanni,Codacci,Francesco,F
https://florentiaillustrata.net/resource/person/Luigi_Cianfanelli,Luigi,Cianfanelli,Francesco,F
https://florentiaillustrata.net/resource/person/Teresa_Rosselli_Del_Turco,Teresa,Rosselli Del Turco,Francesco,F
https://florentiaillustrata.net/resource/person/Lorenzo_Bacci,Lorenzo,Bacci,Giovacchino,F
https://florentiaillustrata.net/resource/person/Carlo_Riccardi,Carlo,Riccardi,Vincenzo,F
https://florentiaillustrata.net/resource/person/Pietro_Durazzo,Pietro,Durazzo,,F
https://florentiaillustrata.net/resource/person/Giovanni_Leoni,Giovanni,Leoni,Pietro,F
https://florentiaillustrata.net/resource/person/Luigi_Lombardini,Luigi,Lombardini,Lorenzo,F
https://florentiaillustrata.net/resource/person/Fabio_Pallavicini,Fabio,Pallavicini,Andrea,F
https://florentiaillustrata.net/resource/person/Maddalena_Baldovinetti,Maddalena,Baldovinetti,Giovanni,F
https://florentiaillustrata.net/resource/person/Pietro_Valentini,Pietro,Valentini,Domenico,F
https://florentiaillustrata.net/resource/person/Benedetto_Cavalletti,Benedetto,Cavalletti,Giuseppe Ranieri,F
https://florentiaillustrata.net/resource/person/Gaetano_Montelatici,Gaetano,Montelatici,Giuseppe,F
https://florentiaillustrata.net/resource/person/Gaetano_Del_Fiume,Gaetano,Del Fiume,Giovanni,F
https://florentiaillustrata.net/resource/person/Teresa_Lacchini,Teresa,Lacchini,Luigi,F
https://florentiaillustrata.net/resource/person/Giuseppe_Serafini,Giuseppe,Serafini,Pasquale,F
https://florentiaillustrata.net/resource/person/Fortunato_Caruana_Zammit,Fortunato,Caruana Zammit,Giovanni,F
https://florentiaillustrata.net/resource/person/Pasquale_Giardi,Pasquale,Giardi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Carlo_Vettori,Carlo,Vettori,Pietro,F
https://florentiaillustrata.net/resource/person/Giuseppe_Valenzani,Giuseppe,Valenzani,Andrea,F
https://florentiaillustrata.net/resource/person/Luigi_Romei,Luigi,Romei,Giuseppe,F
https://florentiaillustrata.net/resource/person/Jacopo_Rossi,Jacopo,Rossi,Marco,F
https://florentiaillustrata.net/resource/person/Francesco_Frullini,Francesco,Frullini,Giovanni,F
https://florentiaillustrata.net/resource/person/Luigi_Zocchi,Luigi,Zocchi,Cosimo,F
https://florentiaillustrata.net/resource/person/Agostino_Corsellini,Agostino,Corsellini,Giovanni Gualberto,F
https://florentiaillustrata.net/resource/person/Tommaso_Baroni,Tommaso,Baroni,Ridolfo,F
https://florentiaillustrata.net/resource/person/Annunziata_Pinzauti,Annunziata,Pinzauti,Giuseppe,F
https://florentiaillustrata.net/resource/person/Giuseppe_Socci,Giuseppe,Socci,Antonio,F
https://florentiaillustrata.net/resource/person/Antonio_Cartegni,Antonio,Cartegni,Giovacchino,F
https://florentiaillustrata.net/resource/person/Teresa_Bertelli,Teresa,Bertelli,Ignazio,F
https://florentiaillustrata.net/resource/person/Domenico_Benelli,Domenico,Benelli,Luigi,F
https://florentiaillustrata.net/resource/person/Giuseppe_Baldi,Giuseppe,Baldi,Angelo,F
https://florentiaillustrata.net/resource/person/Antonio_Cardi,Antonio,Cardi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Luisa_Rosi,Luisa,Rosi,Domenico,F
https://florentiaillustrata.net/resource/person/Giulio_Pagni,Giulio,Pagni,Niccolò,F
https://florentiaillustrata.net/resource/person/Paolina_Balenci,Paolina,Balenci,Giovanni,F
https://florentiaillustrata.net/resource/person/Gregorio_Cecchi,Gregorio,Cecchi,Luigi,F
https://florentiaillustrata.net/resource/person/Cosimo_Del_Ventinove,Cosimo,Del Ventinove,Antonio,F
https://florentiaillustrata.net/resource/person/Giuseppe_Albertoni,Giuseppe,Albertoni,Giuseppe,F
https://florentiaillustrata.net/resource/person/Pietro_Masini,Pietro,Masini,Vincenzo,F
https://florentiaillustrata.net/resource/person/Luigi_Turini,Luigi,Turini,Simone,F
https://florentiaillustrata.net/resource/person/Filippo_Magini,Filippo,Magini,Giovanni,F
https://florentiaillustrata.net/resource/person/Giuseppe_Gini,Giuseppe,Gini,,F
https://florentiaillustrata.net/resource/person/Giovanni_Giovanelli,Giovanni,Giovanelli,Bartolommeo,F
https://florentiaillustrata.net/resource/person/Giovanni_Morosi,Giovanni,Morosi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Domenico_Castaldi,Domenico,Castaldi,Vincenzo,F
https://florentiaillustrata.net/resource/person/Luigi_Cecioni,Luigi,Cecioni,Niccola,F
https://florentiaillustrata.net/resource/person/Luigi_Picchioni,Luigi,Picchioni,Anton Maria,F
https://florentiaillustrata.net/resource/person/Gaetano_Bolognesi,Gaetano,Bolognesi,,F
https://florentiaillustrata.net/resource/person/Andrea_Grazzini,Andrea,Grazzini,Antonio,F
https://florentiaillustrata.net/resource/person/Teresa_Taddeucci,Teresa,Taddeucci,Domenico,F
https://florentiaillustrata.net/resource/person/Francesco_Orselli,Francesco,Orselli,Giuseppe,F
https://florentiaillustrata.net/resource/person/Francesco_Palagi,Francesco,Palagi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Giovanni_Del_Fiume,Giovanni,Del Fiume,Giacinto,F
https://florentiaillustrata.net/resource/person/Ferdinando_Malenotti,Ferdinando,Malenotti,Ciriaco,F
https://florentiaillustrata.net/resource/person/Giuseppe_Consiglio,Giuseppe,Consiglio,David,F
https://florentiaillustrata.net/resource/person/Pietro_Palmerini,Pietro,Palmerini,Francesco,F
https://florentiaillustrata.net/resource/person/Ferdinando_Pacinotti,Ferdinando,Pacinotti,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Giovanni_Fabbri,Giovanni,Fabbri,Vincenzo,F
https://florentiaillustrata.net/resource/person/Antonio_Baroni,Antonio,Baroni,Domenico,F
https://florentiaillustrata.net/resource/person/Cosimo_Martignani,Cosimo,Martignani,Pasquale,F
https://florentiaillustrata.net/resource/person/Francesco_Mariotta,Francesco,Mariotta,Angiolo,F
https://florentiaillustrata.net/resource/person/Vincenzo_Buti,Vincenzo,Buti,Giovanni,F
https://florentiaillustrata.net/resource/person/Anna_Sani,Anna,Sani,Zanobi,F
https://florentiaillustrata.net/resource/person/Carlo_Salucci,Carlo,Salucci,Gaetano,F
https://florentiaillustrata.net/resource/person/Luigi_Magalli,Luigi,Magalli,Amaddio,F
https://florentiaillustrata.net/resource/person/Ferdinando_Bercigli,Ferdinando,Bercigli,Gaetano,F
https://florentiaillustrata.net/resource/person/Pietro_Canovai,Pietro,Canovai,Domenico,F
https://florentiaillustrata.net/resource/person/Luigi_Dupont,Luigi,Dupont,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Ginevra_Pierattini,Ginevra,Pierattini,Lorenzo,F
https://florentiaillustrata.net/resource/person/Gaetano_Piamonti,Gaetano,Piamonti,Francesco,F
https://florentiaillustrata.net/resource/person/Pietro_Pescetti,Pietro,Pescetti,Luigi,F
https://florentiaillustrata.net/resource/person/Francesco_Mantinelli,Francesco,Mantinelli,Carlo,F
https://florentiaillustrata.net/resource/person/Giuseppe_Mercantelli,Giuseppe,Mercantelli,,F
https://florentiaillustrata.net/resource/person/Francesco_Aldobrandini,Francesco,Aldobrandini,Don Marco Antonio Borghese,F
https://florentiaillustrata.net/resource/person/Giuseppe_Tuani,Giuseppe,Tuani,Carlo,F
https://florentiaillustrata.net/resource/person/Tommaso_Casini,Tommaso,Casini,,F
https://florentiaillustrata.net/resource/person/Antonio_Panfi_Baroncini,Antonio,Panfi Baroncini,Alessandro,F
https://florentiaillustrata.net/resource/person/Lorenzo_Mazzetti,Lorenzo,Mazzetti,Giovanni,F
https://florentiaillustrata.net/resource/person/Giovanni_Branconi,Giovanni,Branconi,Domenico,F
https://florentiaillustrata.net/resource/person/Maria_Carlotta_Manetti,Maria Carlotta,Manetti,Saverio,F
https://florentiaillustrata.net/resource/person/Guglielmo_Rozzuoli,Guglielmo,Rozzuoli,,F
https://florentiaillustrata.net/resource/person/Vincenzo_Brunetti,Vincenzo,Brunetti,Antonio,F
https://florentiaillustrata.net/resource/person/Marianna_Tognelli,Marianna,Tognelli,Pietro,F
https://florentiaillustrata.net/resource/person/Luigi_Bencini,Luigi,Bencini,Giuseppe,F
https://florentiaillustrata.net/resource/person/Antonio_Targioni_Tozzetti,Antonio,Targioni Tozzetti,Ottaviano,F
https://florentiaillustrata.net/resource/person/Benedetto_Mulinari,Benedetto,Mulinari,Carlo,F
https://florentiaillustrata.net/resource/person/Michele_Del_Verità,Michele,Del Verità,Filippo,F
https://florentiaillustrata.net/resource/person/Luigi_Rigacci,Luigi,Rigacci,Giuseppe,F
https://florentiaillustrata.net/resource/person/Giuseppe_Pouchin_de_la_Roche,Giuseppe,Pouchin de la Roche,Pietro Guglielmo,F
https://florentiaillustrata.net/resource/person/Giovanni_Fabbrini,Giovanni,Fabbrini,Benedetto,F
https://florentiaillustrata.net/resource/person/Domenico_Fiaschi,Domenico,Fiaschi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Sebastiano_Mungai,Sebastiano,Mungai,Giuseppe,F
https://florentiaillustrata.net/resource/person/Daniele_Terni,Daniele,Terni,Moisè David,F
https://florentiaillustrata.net/resource/person/Gaetano_Gargaruti,Gaetano,Gargaruti,Giuseppe,F
https://florentiaillustrata.net/resource/person/Luisa_Dothel,Luisa,Dothel,,F
https://florentiaillustrata.net/resource/person/Luigi_Vannini,Luigi,Vannini,Gaetano,F
https://florentiaillustrata.net/resource/person/Giovanni_Poggiali,Giovanni,Poggiali,Giuseppe,F
https://florentiaillustrata.net/resource/person/Maddalena_Frosari,Maddalena,Frosari,Niccola,F
https://florentiaillustrata.net/resource/person/Rosa_Falconi,Rosa,Falconi,Francesco,F
https://florentiaillustrata.net/resource/person/Caterina_Guidi,Caterina,Guidi,Francesco,F
https://florentiaillustrata.net/resource/person/Giuseppe_Del_Rocca,Giuseppe,Del Rocca,Giuliano,F
https://florentiaillustrata.net/resource/person/Francesco_Ciampi,Francesco,Ciampi,Luca,F
https://florentiaillustrata.net/resource/person/Giuseppe_Norelli,Giuseppe,Norelli,Francesco,F
https://florentiaillustrata.net/resource/person/Oliva_Lorenzini,Oliva,Lorenzini,Domenico,F
https://florentiaillustrata.net/resource/person/Guglielmo_Bombicci,Guglielmo,Bombicci,Francesco,F
https://florentiaillustrata.net/resource/person/Antonio_Caviggioli_Riva,Antonio,Caviggioli Riva,Lorenzo,F
https://florentiaillustrata.net/resource/person/Pietro_Puccini,Pietro,Puccini,Antonio,F
https://florentiaillustrata.net/resource/person/Giovanni_Borbottoni,Giovanni,Borbottoni,Liborio,F
https://florentiaillustrata.net/resource/person/Ferdinando_Guicciardini,Ferdinando,Guicciardini,Lorenzo,F
https://florentiaillustrata.net/resource/person/Francesco_Colzi,Francesco,Colzi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Francesco_Conti,Francesco,Conti,Pietro,F
https://florentiaillustrata.net/resource/person/Marco_Foglianti,Marco,Foglianti,Giuseppe,F
https://florentiaillustrata.net/resource/person/Lorenzo_Bongini,Lorenzo,Bongini,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Eugenia_Fossi,Eugenia,Fossi,Gaetano,F
https://florentiaillustrata.net/resource/person/Luigi_Ragazzini,Luigi,Ragazzini,Giovanni,F
https://florentiaillustrata.net/resource/person/Sebastiano_Bartolena,Sebastiano,Bartolena,Gregorio,F
https://florentiaillustrata.net/resource/person/Giuseppe_Pratesi,Giuseppe,Pratesi,Niccolò,F
https://florentiaillustrata.net/resource/person/Pasquale_Rosi,Pasquale,Rosi,,F
https://florentiaillustrata.net/resource/person/Giuseppe_Capineri,Giuseppe,Capineri,Vincenzo,F
https://florentiaillustrata.net/resource/person/Francesco_Paoletti,Francesco,Paoletti,Luigi,F
https://florentiaillustrata.net/resource/person/Carolina_Berteau,Carolina,Berteau,Girolamo,F
https://florentiaillustrata.net/resource/person/Leonardo_Bellini_Delle_Stelle,Leonardo,Bellini Delle Stelle,Luigi,F
https://florentiaillustrata.net/resource/person/Luigi_Biffoli,Luigi,Biffoli,Francesco,F
https://florentiaillustrata.net/resource/person/Giuseppe_Mugnaini,Giuseppe,Mugnaini,Angelo,F
https://florentiaillustrata.net/resource/person/Francesco_Mari,Francesco,Mari,Giovan Battista,F
https://florentiaillustrata.net/resource/person/Giuseppe_Morelli,Giuseppe,Morelli,Luigi,F
https://florentiaillustrata.net/resource/person/Antonio_Biondi,Antonio,Biondi,,F
https://florentiaillustrata.net/resource/person/Adriano_Pasquinelli,Adriano,Pasquinelli,Jacopo,F
https://florentiaillustrata.net/resource/person/Antonio_Ramirez_di_Montalvo,Antonio,Ramirez di Montalvo,Ferdinando,F
https://florentiaillustrata.net/resource/person/Antonio_Borbottoni,Antonio,Borbottoni,Luigi,F
https://florentiaillustrata.net/resource/person/Ferdinando_Cajani,Ferdinando,Cajani,Andrea,F
https://florentiaillustrata.net/resource/person/Carlo_Catanzaro,Carlo,Catanzaro,Mariano,F
https://florentiaillustrata.net/resource/person/Antonio_Bianda,Antonio,Bianda,Giuseppe Antonio,F
https://florentiaillustrata.net/resource/person/Gaetano_Gargani,Gaetano,Gargani,Giovacchino,F
https://florentiaillustrata.net/resource/person/Gaetano_Giarrè,Gaetano,Giarrè,Pietro,F
https://florentiaillustrata.net/resource/person/Achille_Giampieri,Achille,Giampieri,Casimiro,F
https://florentiaillustrata.net/resource/person/Francesco_Carnesecchi,Francesco,Carnesecchi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Agostino_Lonzi,Agostino,Lonzi,Vincenzo,F
https://florentiaillustrata.net/resource/person/Francesco_Bernardi,Francesco,Bernardi,Giovanni,F
https://florentiaillustrata.net/resource/person/Luigi_Piamonti,Luigi,Piamonti,Bartolommeo,F
https://florentiaillustrata.net/resource/person/Giacomo_Morini,Giacomo,Morini,Claudio,F
https://florentiaillustrata.net/resource/person/Carlo_Del_Vivo,Carlo,Del Vivo,Alessandro,F
https://florentiaillustrata.net/resource/person/Felice_Cantini,Felice,Cantini,,F
https://florentiaillustrata.net/resource/person/Giovanni_Balenci,Giovanni,Balenci,Giuseppe,F
https://florentiaillustrata.net/resource/person/Sebastiano_Diani,Sebastiano,Diani,Antonio,F
https://florentiaillustrata.net/resource/person/Ferdinando_Minucci,Ferdinando,Minucci,Bartolommeo,F
https://florentiaillustrata.net/resource/person/Giovanni_Ragionieri,Giovanni,Ragionieri,Agostino,F
https://florentiaillustrata.net/resource/person/Andrea_Galli,Andrea,Galli,Pietro,F
https://florentiaillustrata.net/resource/person/Simone_Peruzzi,Simone,Peruzzi,,F
https://florentiaillustrata.net/resource/person/Emanuelle_Levi,Emanuelle,Levi,Moisè Leon Vita,F
https://florentiaillustrata.net/resource/person/Giuseppe_Pintucci,Giuseppe,Pintucci,Pietro,F
https://florentiaillustrata.net/resource/person/Maria_Agnese_Fantoni,Maria Agnese,Fantoni,Angiolo,F
https://florentiaillustrata.net/resource/person/Marco_Guglielmi,Marco,Guglielmi,Anton Filippo,F
https://florentiaillustrata.net/resource/person/Luigi_Bonaini,Luigi,Bonaini,Gaspero,F
https://florentiaillustrata.net/resource/person/Rosa_Bellucci,Rosa,Bellucci,Francesco,F
https://florentiaillustrata.net/resource/person/Alessandro_Morelli,Alessandro,Morelli,Giuseppe,F
https://florentiaillustrata.net/resource/person/Massimiliano_Bagni,Massimiliano,Bagni,Marco,F
https://florentiaillustrata.net/resource/person/Pasquale_Cianti,Pasquale,Cianti,,F
https://florentiaillustrata.net/resource/person/Francesco_Casini,Francesco,Casini,Antonio,F
https://florentiaillustrata.net/resource/person/Andrea_Marchiani,Andrea,Marchiani,Vincenzo,F
https://florentiaillustrata.net/resource/person/Carlo_Magni,Carlo,Magni,Giovan Pietro,F
https://florentiaillustrata.net/resource/person/Giuseppe_Montini,Giuseppe,Montini,Pietro,F
https://florentiaillustrata.net/resource/person/Tommaso_Olmi,Tommaso,Olmi,Giuseppe,F
https://florentiaillustrata.net/resource/person/Penelope_Baldi,Penelope,Baldi,Luigi,F
https://florentiaillustrata.net/resource/person/Antonio_Lorenzini,Antonio,Lorenzini,Francesco,F
https://florentiaillustrata.net/resource/person/Domenico_Cristini,Domenico,Cristini,,F
https://florentiaillustrata.net/resource/person/Pietro_Biffoli,Pietro,Biffoli,Francesco,F
https://florentiaillustrata.net/resource/person/Domenico_Lombard,Domenico,Lombard,Giuseppe,F
https://florentiaillustrata.net/resource/person/Tommaso_Ciacchi,Tommaso,Ciacchi,,F
https://florentiaillustrata.net/resource/person/Ferdinando_Chiesi,Ferdinando,Chiesi,Angelo,F
https://florentiaillustrata.net/resource/person/Giuseppe_Castagnoli,Giuseppe,Castagnoli,Giovanni,F
https://florentiaillustrata.net/resource/person/Giuseppe_Galli,Giuseppe,Galli,Ranieri,F
https://florentiaillustrata.net/resource/person/Gaetano_Lapi,Gaetano,Lapi,Francesco,F
https://florentiaillustrata.net/resource/person/Giuseppe_Burci,Giuseppe,Burci,Matteo,F
https://florentiaillustrata.net/resource/person/Giuseppe_Gondi,Giuseppe,Gondi,Francesco,F
https://florentiaillustrata.net/resource/person/Giovanni_Fossi,Giovanni,Fossi,Francesco,F
https://florentiaillustrata.net/resource/person/Lorenzo_Fabbrichesi,Lorenzo,Fabbrichesi,Egidio,F
https://florentiaillustrata.net/resource/person/Giuseppe_Zucchetti,Giuseppe,Zucchetti,Salvadore,F
https://florentiaillustrata.net/resource/person/Domenico_Diolajuti,Domenico,Diolajuti,Valentino,F
https://florentiaillustrata.net/resource/person/Francesco_Sonnini,Francesco,Sonnini,Giuseppe,F
https://florentiaillustrata.net/resource/person/Giovanni_Guarnieri,Giovanni,Guarnieri,Stefano,F
https://florentiaillustrata.net/resource/person/Vittoria_Balenci,Vittoria,Balenci,Giovanni,F
https://florentiaillustrata.net/resource/person/Luigi_Francini,Luigi,Francini,Giuseppe,F
https://florentiaillustrata.net/resource/person/Antonio_Capacci,Antonio,Capacci,Michele,F
https://florentiaillustrata.net/resource/person/Giuseppe_Morbiani,Giuseppe,Morbiani,Stefano,F
https://florentiaillustrata.net/resource/person/Domenico_Magnani_Gerbi,Domenico,Magnani Gerbi,,F
https://florentiaillustrata.net/resource/person/Lorenzo_Giachetti,Lorenzo,Giachetti,Filippo,F
https://florentiaillustrata.net/resource/person/Cosimo_Zei,Cosimo,Zei,Vincenzo,F
