appezzamento,mq,via,numCivico,speciePro
https://florentiaillustrata.net/resource/appezzamento/10083,48.7058,Via_Calderai,6144,casa
https://florentiaillustrata.net/resource/appezzamento/11323,0.0,Borgo_Pinti,6716,casa
https://florentiaillustrata.net/resource/appezzamento/11324,205.3818,Borgo_Pinti,6717,casa_e_fabbricato
https://florentiaillustrata.net/resource/appezzamento/11325,1782.3598,Borgo_Pinti,6718,casa_e_corte
https://florentiaillustrata.net/resource/appezzamento/11326,1361.3782,Borgo_Pinti,6719,palazzo_e_corte
https://florentiaillustrata.net/resource/appezzamento/9078,6833.4578,Borgo_Pinti,6690,casa_e_corte
https://florentiaillustrata.net/resource/appezzamento/9539,2261.9246,Via_Larga,6228,palazzo
https://florentiaillustrata.net/resource/appezzamento/9540,97.4116,Via_dei_Calderai,6145,casa
